Unnamed: 0,experiments,total_experiments,total_samples,interface,countries,languages,search_queries,video_id,video_title,video_url,video_link,description,creator_id,creator_url,creator_link,user_action_sets,origin_revs,samples,trials,begins,ends,average_order,captions,sentiment_score,sentiment_category,subjectivity
8658,{'general'},0,0,tk0,{'es'},{'en'},{'anti-war candidate european elections 2024 spain'},7332954302660513056,Reforma migratoria en España 2024  . . #respuestas,https://www.tiktok.com/@solucionesmigratorias/video/7332954302660513056,<a href='https://www.tiktok.com/@solucionesmigratorias/video/7332954302660513056' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Reforma migratoria en España 2024  . . #respuestasmigratorias  Recuerda seguirnos en nuestras redes:  -Instagram: @solumigratorias -YouTube: Soluciones Migratorias   - TikTok: @solumigratorias - Facebook: Solumigratorias  - www.solucionesmigratorias.es ¿Quieres iniciar tu trámite? ¿Quieres saber cuales son los requisitos? Estamos aquí para orientarte en tu proceso, y hacer el mismo un camino tranquilo y seguro.  CONTÁCTANOS . 📞 (624) 28 47 39 📩infosolucionesmigra@gmail.com  . . . . #solucionesmigratoriass #kv #lfl #fff #keniavidal #migracion #extranjería #nacionalidad #españa #latinos #latinoamerica #europa #picoftheday #soluciones #picoftheday #latinosenespaña #latinoseneuropa #l4l #reagrupacionfamiliar  #españa #leydeextranjería #nuevareforma #nacionalidadespañola #reformadeextranjeria  #etias #asilo #citaasilo #asiloenespaña #arraigofamiliar #tarjetacomunitaria #reagrupamentofamiliar",solucionesmigratorias,https://www.tiktok.com/@solucionesmigratorias,<a href='https://www.tiktok.com/@solucionesmigratorias' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__es__en__spain'},{'2024-04-28T15:30:00'},{'11106'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_179_1'},{'2024-05-02T20:37:25.041816'},{'2024-05-02T20:37:25.041843'},6.0,"  It is true that they are going to regularize in June,  July to many people.  Well,  we are all waiting for this reform.  migration  announced at the time by the Minister of Migration,  the more there with lots and lots of good news  eh?  For migrants,  interesting modifications  that seem to come to make them more flexible  some procedures.  We are also very much on the lookout for when this happens.  to bring you the information  first hand,  so follow us and stay tuned  for future news",0.9312,Very Positive,0.44092592592592594
8660,{'general'},0,0,tk0,{'es'},{'en'},{'anti-war candidate european elections 2024 spain'},7343953791257005344,Spain drops 6 month temporary residence requiremen,https://www.tiktok.com/@justlawsolicitors/video/7343953791257005344,<a href='https://www.tiktok.com/@justlawsolicitors/video/7343953791257005344' target='_blank' rel='noreferrer nofollow'>Open video</a>,Spain drops 6 month temporary residence requirement #visas #spain #movetospain #justlawsolicitors #nlv #dnv #lifeinspain #movetospainpodcast ,justlawsolicitors,https://www.tiktok.com/@justlawsolicitors,<a href='https://www.tiktok.com/@justlawsolicitors' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__es__en__spain'},{'2024-04-28T15:30:00'},{'11106'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_179_1'},{'2024-05-02T20:37:25.041816'},{'2024-05-02T20:37:25.041843'},3.0,"  Big news from Spain's Supreme Court  the six month stay rule for  temporary residence has been axed  starting March 4th, 2024  after an appeal against the 2019 government resolution  no more worrying about losing your temporary residence  for spending over six months outside Spain.  This change is gonna bring relief to current residents  and simplifies the process for applicants.  But remember,  you still need to meet the other requirements.  If you need any help whatsoever  with your immigration needs,  don't hesitate to contact just law solicitors.",0.624,Positive,0.25416666666666665
8661,{'general'},0,0,tk0,{'es'},{'en'},{'anti-war candidate european elections 2024 spain'},7345260124061044000,How do you think Spain will line up? 🏆🇪🇸 The 2024 ,https://www.tiktok.com/@pechefootball/video/7345260124061044000,<a href='https://www.tiktok.com/@pechefootball/video/7345260124061044000' target='_blank' rel='noreferrer nofollow'>Open video</a>,How do you think Spain will line up? 🏆🇪🇸 The 2024 Euros is coming up quickly and the Spanish national team is facing many injuries. With FC Barcelona’s Gavi and Pedri the heart of midfield they could be with without both is pedri doesnt stay fit. You also have nico williams and lamine yamal as exciting players entering the conversation. #Soccer #Football #EURO2024 ,pechefootball,https://www.tiktok.com/@pechefootball,<a href='https://www.tiktok.com/@pechefootball' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__es__en__spain'},{'2024-04-28T15:30:00'},{'11106'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_179_1'},{'2024-05-02T20:37:25.041816'},{'2024-05-02T20:37:25.041843'},0.0,"  Predicting how Spain  will line up at the euros in 60 seconds  Maratha will start at the nine  and Roger will play as a pivot,  but the rest of the team isn't so easy to predict,  especially the wingers.  While Una Simone is the current number one.  David Reyes move to Arsenal will make it a serious  conversation.  Will keep it how it is for now though.  Harvey Hall is a consistent starter at right back,  but Pedro Poro's performances  in the Premier League gives them a chance now.  The center back pairing will be between Pao Torres,  Laporte and Leonore Monde,  who's been starting a lot of the matches recently.  I think Laporte will be his partner.  Alejandro Balde is out injured,  but Grimaldo has to be a serious  contender for left back  even though he's playing as a wing back for Leverkusen.  I assume Marino will step in for Gavi,  and if Pedro keeps struggling for injury  we could also see Fabian restart for him.  Like I said though,  out wide is where it gets hard to protect.  I mean there's so many quality choices.  You have a Yarzabal,  Daniyelmo, Asencio,  Ferran, Torres,  Laminia, Malin,  William with Lumine  your mouth becoming one of the faces of Adidas  and Nico Williams  on the verge of a massive move this summer.  It would be very exciting to see those two start,  but I don't know if that will happen.  If you look at minutes played during qualifiers,  you might expect It to be Ferrant  Torres and Nico Williams,  but that's just because Danny  Olamo and his sensei were injured.  Forum is gonna be the biggest factor  going into the tournament,  but if everyone's fit,  I would predict Danny Olamo and his sensei to start.  But let me know what you think.",0.5101,Positive,0.44267598343685305
8684,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7250072562653220123,Why YOUTH matters? #youth #eu #elections #2024,https://www.tiktok.com/@rockyoureu/video/7250072562653220123,<a href='https://www.tiktok.com/@rockyoureu/video/7250072562653220123' target='_blank' rel='noreferrer nofollow'>Open video</a>,Why YOUTH matters? #youth #eu #elections #2024,rockyoureu,https://www.tiktok.com/@rockyoureu,<a href='https://www.tiktok.com/@rockyoureu' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},6.0,  2024 European elections  why YOUTH matters  in the previous episode  we talked about your vote and why it's more than just choosing a representative  you will decide on the future of Europe  and by future  we mean the big questions on climate and digital transition  this will most likely affect you  the young voters aged between 16 and 24  and despite your importance  we have read news like this in the past  young people do not feel represented in the EU  their voices don't matter and they don't really care  the result back in 2019  only 42% of first time voters actually voted  and as you can see  while the turnout really increased between 2014 and 2019  it still remains lower than among older people  so of course  if you're young and a European citizen  it is very important that you vote  but that is only part of the truth  young voters have a point when they say they do not feel represented  because if we look at the collective weight in the elections of 2019  only 9% of voters were in the youngest group  but there will be some changes in the upcoming election  so 16 and 17 year olds  listen up now  if you belong to one of the five following European countries  you get to vote  next year Germany  Belgium Austria  Greece and Malta will open the polls to voters under 18  what do you think about the idea of reducing the voting age to 16  write us in the comments  but the question remains  will this really be enough for more youth representation  because in the end  you must be convinced by the politician that you are going to vote for  so what about them?  why and how do they matter for you?  stay tuned for our next episode  subscribe to this channel and get ready to rock your EU,0.8729,Very Positive,0.36345238095238097
8685,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7293487651007532320,Sahra Wagenknecht tritt aus der LINKEN aus! Was ha,https://www.tiktok.com/@grundgeseggs/video/7293487651007532320,<a href='https://www.tiktok.com/@grundgeseggs/video/7293487651007532320' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Sahra Wagenknecht tritt aus der LINKEN aus! Was haltet ihr davon? Sie will nun mit einigen anderen (bald) ehemaligen LINKEN eine neue Partei gründen, die dann schon zur Europawahl 2024 antreten soll. BSW (Bündnis Sahra Wagenknecht) ist der Verein, den die Politikerin nun ins Leben ruft, der die Aufgabe hat eine Partei zu gründen. Damit stünde die Fraktion der LINKEN im #Deutschen #Bundestag wohl vor dem Aus.  #wagenknecht #sahrawagenknecht #wagenknechtedit #bundestag #bundestag #bestof #sahrawagenknechtdielinke #queer #trans #schwul #lesbisch #deutschland #deutsch",grundgeseggs,https://www.tiktok.com/@grundgeseggs,<a href='https://www.tiktok.com/@grundgeseggs' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},8.0,"  This can really change anything,  because Sarah Wagenknecht steps out of the left  and founds a new party.  She has millions of clicks on YouTube,  is one of the best known politicians in Germany  and finds the left,  no longer makes a left-wing policy.  For the European election 2,024  they already want to compete with the new party.  And left-wing politics is mostly queer in Germany  friendly. But  how queer could wagenknechtspartei actually become?  An Analysis Wagenknecht  is generally not against gays  or lesbian apparently she is also not Persil  against transhumans,  this is how you could interpret it.  But she is against more identity politics.  Example theselbstbestimmungsgesetz.  That's supposed to make it easier,  his legally registered gender  to change Wagenknecht however  is against the law.  She means roughly,  that men thereby quickly become women  would make  and so for example in women's shelters  would pre-drink.  She finds the law bad.  By the way,  that women's houses themselves individually  decide on each individual person,  Whether this person is really accepted or not,  we have discussed this before here.  Nevertheless wagenknechtspartei  could do less identity politics,  but want to keep things like marriage for everyone.  Now it's out.",0.906,Very Positive,0.3186868686868688
8686,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7321717262497369377,"Quasi selbsterklärend, oder? Für alle, denen das z",https://www.tiktok.com/@eurovision_de/video/7321717262497369377,<a href='https://www.tiktok.com/@eurovision_de/video/7321717262497369377' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Quasi selbsterklärend, oder? Für alle, denen das zu schnell war, hier noch mal zum Nachlesen: So wird entschieden, wer 2024 für Deutschland zum ESC fährt: Herzstück ist dieses Jahr „Das Deutsche Finale“ am 16. Februar. Die Teilnehmer:innen dafür werden über zwei Wege ausgewählt: Weg 1. Die meisten Startplätze werden direkt vom NDR vergeben. Dafür konnten sich Acts mit eigenem Song bewerben oder wurden direkt von uns angesprochen. Alle Songs wurden von der ESC-Redaktion gerankt, die TOP 32 davon wurden dann von einem internationalen Expert:innengremium anonym bewertet. Nach einer Liveaudition wird dann die perfekte Mischung an Songs für das Deutsche zusammengesetzt.  Weg 2: „Ich will zum ESC!“: Zusammen mit Conchita Wurst und Rea Garvey haben wir aus den Bewerbungen 15 weitere vielversprechende Acts ausgewählt. Diese durchlaufen ein Bootcamp, ehe die vier besten in der Live-Entscheidung eine Woche vor dem Deutschen Finale um die Gunst des Publikums und den Einzug ins Finale kämpfen. Mehr davon seht ihr ab dem 25. Januar in der ARD Mediathek #linkinbio Im deutschen Finale vergeben dann, wie beim ESC später auch, Publikum und Internationale Fachjuries je die Hälfte der Punkte. Und wer am Ende die meisten Punkte hat, fährt nach Malmö. #EurovisionGermany2024  #Eurovision2024  #IchWillZumESC",eurovision_de,https://www.tiktok.com/@eurovision_de,<a href='https://www.tiktok.com/@eurovision_de' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},10.0,"  so it is decided,  who drives 2.024 for Germany to the ESC.  the heart of this is the german final.  there are 2 ways  how the participants were selected.  way 1,  most of the acts were directly selected by NDR.  the acts  could apply with their own song or  were published by NDR  directly addressed.  all songs were then rated by the ESC editorial team.  the top 32 were given a  Experts on the panel  presented and they evaluated it.  after a live audition  will then be the perfect mixture for the German  Finale compiled.  away number 2,  I want to go to the E.  S. 10.  together with Conchita,  Sausage and regave  we have From the applications also  15 promising Ex selected.  these go through 1 boat camp,  rather the best 4 in the live decision  one week before the  German final for the favor of the  audience and enter the German finals.  you can see more from 25.01 in the ARD Mediathek.  at the german final then give  as at est later also technical harnesses and audience  half of the points in each case.  who has the most points at the end,  Horse for us to ESC after my garbage  now comments under this post  who should enter the German ESC Final  and makes the plus go away,  so that you also always  the latest news about the best and  greatest music competition in the world gets. ",0.9753,Very Positive,0.4666666666666667
8688,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7322844810803662112,Welche Wahlen stehen 2024 für euch an? #lernenmitt,https://www.tiktok.com/@what.politik/video/7322844810803662112,<a href='https://www.tiktok.com/@what.politik/video/7322844810803662112' target='_blank' rel='noreferrer nofollow'>Open video</a>,Welche Wahlen stehen 2024 für euch an? #lernenmittiktok #wahljahr #wahljahr2024 #superwahljahr #wahlen #wahl #bundestagswahl #landtagswahl #wahlalter #europawahl ,what.politik,https://www.tiktok.com/@what.politik,<a href='https://www.tiktok.com/@what.politik' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},7.0,"  2024 is elected,  some elections  are already from 16  that is  we may have a say  therefore here my  Election Highlights 2024  we start  February 11  directly with the  Repetition of the federal election  in Berlin  so much went wrong back then  that the choice  in some districts  must be repeated  and it does not matter by the way  whether you at that time already  were allowed to vote  Who on the day of re-election  18 is  may participate  continues on 09 June  with the election to the  European Parliament  with which you can now also already  may vote at 16  and so that you do not  must go to the polling station  find in many federal states  the same day  still local elections take place  on 01 September  will then be the state parliament  in Saxony and Thuringia  there you may  participate from 18  and on September 22  in the state election in Brandenburg  lies the voting age  already at 16  sends the video  to your Friends  so that they do not miss a choice!",-0.4562,Negative,0.265625
8689,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7325883859726290218,"It's time for #Europeans to ""do our homework"" ahea",https://www.tiktok.com/@bloombergpolitics/video/7325883859726290218,<a href='https://www.tiktok.com/@bloombergpolitics/video/7325883859726290218' target='_blank' rel='noreferrer nofollow'>Open video</a>,"It's time for #Europeans to ""do our homework"" ahead of a possible second #Trump term, urges #Germany's Finance Minister Christian Lindner at #Davos. #politics #2024election #presidentialelection",bloombergpolitics,https://www.tiktok.com/@bloombergpolitics,<a href='https://www.tiktok.com/@bloombergpolitics' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},0.0,"  I think we are talking too much about Donald Trump, uh,  in. In Europe and uh.  We should um.  Be prepare ourselves for possible second term, um.  For Donald Trump  by fostering our European competitiveness.  Doing our homework is the best preparation  for possible second term of Donald Trump.  And this includes our capabilities to defend ourselves.  Being an attractive partner on eye level  and it comes to the economic situation and it.  And it comes to a fair burden.  Sharing under the roof of NATO  is the best we can do to be um.  Um. In a good partnership with the United States.  And then it doesn't matter which administration.  If we are attractive,  if we do not have to ask others  because we have capabilities ourselves.  The best way to cooperate.",0.9782,Very Positive,0.4857142857142857
8690,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7326647481180179744,New Asylum law 2024  #Asylum #Deportation #Germany,https://www.tiktok.com/@baby_oku_germany/video/7326647481180179744,<a href='https://www.tiktok.com/@baby_oku_germany/video/7326647481180179744' target='_blank' rel='noreferrer nofollow'>Open video</a>,New Asylum law 2024  #Asylum #Deportation #Germany #Refugees #Naija #Nigeria #Igbo #nigeriatiktok🇳🇬🇳🇬🇳🇬 #naijatiktok #igbotiktok #Africa #Europe #gambian_tiktok🇬🇲🇬🇲 ,baby_oku_germany,https://www.tiktok.com/@baby_oku_germany,<a href='https://www.tiktok.com/@baby_oku_germany' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},3.0,"  So guys, now the update on the new asylum law 2,024.  That new asylum law consigned deportation.  So finally the AMPO  conclude on the new deportation law.  And I will explain now what is fixed.  They want faster and easier deportations.  That is what they want.  And, um, I will mention now the points.  So people that commit crimes  should be now deported more easy than before.  So any crimes, avoid them.  Before people will get document,  they can commit crime  and nothing big will happen to them  apart from the punishment.  But now they say  if you commit even small,  small crimes  multiplied once in one year,  they can depart you then.  Before, if you supposed to be deported,  they was allowed to hold you  for 10 days in the deportation prison.  But now they increase the time to 28 days.  It is only families  that will not come in the partition prison.  Like, if you are a family  and you're supposed to be departed,  they will pick you  very short before the deportation date.  So they can bring you direct to the airport.  Another thing is,  if you had a lawyer in the asylum case,  you will not  not get the chance to get a lawyer  if you're in deportation prison.  But if no lawyer was involved in your asylum case,  then you have the chance to get  inside the deportation prison  a lawyer then.  Another point is  that the police now is allowed  to search in different Rooms in your Adderall house  for any points of your identification  like documents,  letters, papers,  phones and all that.  Before they was only allowed to search your own room,  but now they're allowed to search rooms  in the whole house.  Then they are also permitted to pick you in the night  before the deportation.  Anytime in the night.  Normally they supposed to come early morning,  like from 6:00  they can come and pick you.  But now they are permitted  to also come and pick you in the night.  Another thing is  deportations now will not be announced anymore.  Like they must not inform you  that you have to be deported.  The only people that have to be informed  that they're going to be deported  are families with children under 12 years.  They are also  allowed to put you in deportation prison  if you refuse to clear your identification  like your identity.  So they can hold you and force you to go.  For your documents  like passport to the embassy  and all that  are for identification.  So if you refuse,  they can pick you  and hold you  and force you to go.  That is what I see in the news  and that is the new update.",-0.7308,Negative,0.5624931129476585
8691,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7336354652318895393,What do you think? #fyp #eurovision #eurovision202,https://www.tiktok.com/@allthingsadam.ie/video/7336354652318895393,<a href='https://www.tiktok.com/@allthingsadam.ie/video/7336354652318895393' target='_blank' rel='noreferrer nofollow'>Open video</a>,What do you think? #fyp #eurovision #eurovision2024 #germany #deutschland ,allthingsadam.ie,https://www.tiktok.com/@allthingsadam.ie,<a href='https://www.tiktok.com/@allthingsadam.ie' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},5.0,"  So Germany picked a Eurovision 2024 song  called always on Their Own.  It's a nice,  average song,  but the harsh reality is, since 2015,  Germany have come last four times  and second last three times in Eurovision.  This song may get a small bit of Jerry Love,  but like most of Germany's Eurovision entries,  it is very average.  It does need a refund.  But I do worry about  Germany's chances at Eurovision 2024.",0.6652,Positive,0.4253333333333334
8692,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7337330350479150368,"Arne Collatz, Pressesprecher des Bundesministerium",https://www.tiktok.com/@neuwelt2/video/7337330350479150368,<a href='https://www.tiktok.com/@neuwelt2/video/7337330350479150368' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Arne Collatz, Pressesprecher des Bundesministeriums für Verteidigung (BMVg) informiert über den Hochlauf der Waffen- und Munitionsproduktion in Deutschland und Europa und fordert Maximalen Einsatz aller Beteiligten.  RegPK vom 19.02.2024. #rüstungsindustrie #aufrüstung #ukraine #kriegswirtschaft #ampelregierung #regierungsversagen ",neuwelt2,https://www.tiktok.com/@neuwelt2,<a href='https://www.tiktok.com/@neuwelt2' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},1.0,"  After all,  the development of industrial capacity in Germany has already begun  and we expect to be able to increase delivery to Ukraine three  to four times in the following year,  for example.  But of course the call goes to everyone,  even in their own area,  in their own country to do what is possible to increase capacity.  But for Germany,  there is no shortage of will or money.",-0.1779,Slightly Negative,0.745
8693,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7340591826350378273,Miss Germany 2024,https://www.tiktok.com/@interessante.fakten.777/video/7340591826350378273,<a href='https://www.tiktok.com/@interessante.fakten.777/video/7340591826350378273' target='_blank' rel='noreferrer nofollow'>Open video</a>,Miss Germany 2024,interessante.fakten.777,https://www.tiktok.com/@interessante.fakten.777,<a href='https://www.tiktok.com/@interessante.fakten.777' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},2.0,"  This is Miss Germany.  In the election to Miss Germany,  I would like to explain 2 aspects of what Germany stands for  right now and where the problems lie.  This is Miss Germany.  What stands out as 1?  This is the sash.  The sash is not in black,  red,  gold.  And it shows the self-loathing that left-wing ideologues have against Germany.  You really rarely see the German flag in Germany and here,  too,  it turns out that the scherpe is no longer in black,  red, gold.  It shows the self-loathing of one's own country that  these left-wing ideologues have in Syria.  The 2nd important aspect is that our Miss Germany is actually  then also chosen to represent us Germany at Miss Universe.  I can't say anything against the lady now,  it's a normal pretty woman.  It somehow also shows the competitiveness of Germany,  because we will not be in competition with this Miss Germany at Miss Universe.",-0.5574,Negative,0.4655677655677656
8694,{'general'},0,0,tk0,{'de'},{'en'},{'anti-war candidate european elections 2024 germany'},7340767774475619617,#missgermany #missgermany2024 #apameh #viral #fory,https://www.tiktok.com/@miss_znx99/video/7340767774475619617,<a href='https://www.tiktok.com/@miss_znx99/video/7340767774475619617' target='_blank' rel='noreferrer nofollow'>Open video</a>,#missgermany #missgermany2024 #apameh #viral #foryoupage #viral #fyp #viraltiktok #missdeutschland ,miss_znx99,https://www.tiktok.com/@miss_znx99,<a href='https://www.tiktok.com/@miss_znx99' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__de__en__germany'},{'2024-04-28T15:30:00'},{'11109'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_175_1'},{'2024-05-02T20:37:25.748132'},{'2024-05-02T20:37:25.748167'},4.0,"  I would go to the sack if I get what I get.  Future needs origin.  When I was 6 years old,  I refused to wear my headscarf to a girls' school  in Iran and I just threw it away.  My parents knew we had to leave the country.  And so began my journey that took me to Germany.  With Miss Germany,  I would like to encourage young women with Migrationshintergrund  to become the best version of themselves,  to be strong,  to think big so that they can achieve their dreams.  Origin,  I am Iranian.  I will never forget where I come from.  I will always stand up for the rights of women in Iran who take  to the streets and demonstrate and fight for their freedom.  Future,  I am German.  I was allowed to grow up here in freedom,  attend university and start a German-Iranian family.  I got to be an architect in a man's world as a little foreign  girl and today I lead 1 architecture team with projects  in the most beautiful places in the world.  Integration works when we understand where we are,  when we know where we want to go,  and when we never,  never forget where we come from.  To the young women with Migrationshintergrund out there,  I'd like to say Dream Big.  And to my courageous sisters I would like to say San sendigie,  that is,  Woman Life Freedom.",0.9907,Very Positive,0.32916666666666666
8754,{'general'},0,0,tk0,{'fr'},{'en'},{'anti-war candidate european elections 2024 france'},7326561396089457952,"Raphaël Glucksmann, future tête de liste du PS-Pla",https://www.tiktok.com/@lepointfr/video/7326561396089457952,<a href='https://www.tiktok.com/@lepointfr/video/7326561396089457952' target='_blank' rel='noreferrer nofollow'>Open video</a>,"Raphaël Glucksmann, future tête de liste du PS-Place publique aux européennes est pris en étau entre la macronie et LFI #europeennes2024 #Glucksmann #elections2024 #Macron #LFI #fyp #fp",lepointfr,https://www.tiktok.com/@lepointfr,<a href='https://www.tiktok.com/@lepointfr' target='_blank' rel='noreferrer nofollow'>Open creator page</a>,{'general_adversarial5__fr__en__france'},{'2024-04-28T15:30:00'},{'11115'},{'eu24--tk0_scheduled__2024-05-02T20:20:00+00:00_177_1'},{'2024-05-02T20:37:28.089551'},{'2024-05-02T20:37:28.089588'},7.0,"  As you know, the  appointment to Matignon  of the young burgeoning Gabriel Attal,  34 years old,  is 1  missile to stop the rise of Jordan Bardella  to the elections  European elections of 09/06,  but not only.  It is not forbidden to think that Emmanuel Macron  had another idea in mind,  brake on his left 1 other opponent,  the MEP Raphaël gluxman.  Because the future champion of the PS list more public  could well  suck the disappointed defenders of Macronism  who plug their noses at the right-hand corner of the  government and who,  no doubt not,  was very reassured by the great  President's press conference  with extreme center populist accents.  They go up,  they go up in the polls,  Raphaël gluxman,  credited with 10 to 11% of voting intentions,  almost double its score of two thousand nineteen,  6,2%.  And the danger is all the greater  for the Macronie that this UFO half-activist,  half-essayist who refreshes 1 political landscape,  sclerosis,  received the support of someone very close to the president,  the pope of the green Daniel conbendit,  the one who had brought the glasses to the score  16.3% fee  in the European elections 15 years ago.  Raphael Gluxman understood this well,  he must do everything possible to prevent the debate of the  European elections can be summed up in,  which will be  the best bulwark against the National Rally?  We will not let the game Atal Bardella  his elections,  they warn.  That's why we see it a little  everywhere these days in the media.  He has already started his campaign,  because to leave.  From May 27?  Well,  he will suffer the terrible blow  near the fairness of the speaking time,  in two thousand nineteen,  to give you an idea,  in the last 15 days of the European campaign,  while the Macronist list  had 55 minutes of speaking time,  The National Rally of 48 had only 20.  With his eight hundred thousand followers on Instagram  and three hundred thousand on X,  the one who became known  by its  fight against wig by China  or against fast fashion  therefore multiplies the positions taken.  For example for 1 European tax on the super rich  to massively finance the ecological transition.  Or for 1 European defense.  Because,  he warns,  his elections,  the first since the war is  back on the ground  European Union in Ukraine,  may be more important than the  Welcome to France.  Yes Donald  Trump was re-elected in the United States in November.  As he says,  have we ever thought about what would happen if  dad was leaving the house  and left us all alone facing Vladimir ?  Nine/06,  it is perhaps also 1 little of the future of the left  French that is played out.  Raphael Gluxman's supporters  hope to see it weigh in the future  on the recomposition of a realistic left,  reformist,  liberated  finally from the grip of Jean-Luc Mélenchon's insoumis.  As he says funny,  they take us for Care Bears,  but we are pirates ",0.9915,Very Positive,0.39371069182389934
